token	corpus size	all contexts size	frequency	co-frequency	specificity
encorajar	64096	3307	4	1	0.75
prévia	64096	3307	4	1	0.75
eis	64096	3307	4	1	0.75
á	64096	3307	4	1	0.75
atribui	64096	3307	4	1	0.75
insere	64096	3307	4	1	0.75
letras	64096	3307	4	1	0.75
incluem	64096	3307	4	1	0.75
melhoria	64096	3307	4	1	0.75
imaginar	64096	3307	4	1	0.75
impede	64096	3307	4	1	0.75
puramente	64096	3307	4	1	0.75
partindo	64096	3307	4	1	0.75
mera	64096	3307	4	1	0.75
meramente	64096	3307	4	1	0.75
deixam	64096	3307	4	1	0.75
esteja	64096	3307	4	1	0.75
silogismo	64096	3307	4	1	0.75
tenta	64096	3307	4	1	0.75
próximo	64096	3307	4	1	0.75
ficam	64096	3307	4	1	0.75
trabalhar	64096	3307	4	1	0.75
insert	64096	3307	4	1	0.75
concurso	64096	3307	4	1	0.75
suldeste	64096	3307	4	1	0.75
pará	64096	3307	4	1	0.75
abaixo	64096	3307	4	1	0.75
quarto	64096	3307	4	1	0.75
rins	64096	3307	4	1	0.75
bunge	64096	3307	4	1	0.75
substrato	64096	3307	4	1	0.75
algo	64096	3307	38	3	0.74
tema	64096	3307	19	2	0.73
dezembro	64096	3307	19	2	0.73
fosse	64096	3307	19	2	0.73
fé	64096	3307	63	4	0.73
história	64096	3307	63	4	0.73
outras	64096	3307	64	4	0.73
sistema	64096	3307	90	4	0.72
onde	64096	3307	40	3	0.72
nós	64096	3307	40	3	0.72
resposta	64096	3307	20	2	0.71
numa	64096	3307	41	3	0.71
diz	64096	3307	42	3	0.70
ela	64096	3307	78	4	0.70
podem	64096	3307	78	4	0.70
vista	64096	3307	43	3	0.69
estão	64096	3307	44	3	0.68
seco	64096	3307	5	1	0.68
padeiro	64096	3307	5	1	0.68
parecem	64096	3307	5	1	0.68
presciência	64096	3307	5	1	0.68
antoine	64096	3307	5	1	0.68
pierre	64096	3307	5	1	0.68
iniciar	64096	3307	5	1	0.68
mal	64096	3307	5	1	0.68
passando	64096	3307	5	1	0.68
verificou	64096	3307	5	1	0.68
donativos	64096	3307	5	1	0.68
preocupações	64096	3307	5	1	0.68
priori	64096	3307	5	1	0.68
perder	64096	3307	5	1	0.68
repousa	64096	3307	5	1	0.68
retirar	64096	3307	5	1	0.68
começa	64096	3307	5	1	0.68
sugerir	64096	3307	5	1	0.68
defender	64096	3307	5	1	0.68
argumenta	64096	3307	5	1	0.68
distância	64096	3307	5	1	0.68
pensa	64096	3307	5	1	0.68
conduzir	64096	3307	5	1	0.68
histórica	64096	3307	5	1	0.68
conduz	64096	3307	5	1	0.68
aparência	64096	3307	5	1	0.68
aparente	64096	3307	5	1	0.68
tornam	64096	3307	5	1	0.68
opção	64096	3307	5	1	0.68
pbworks	64096	3307	5	1	0.68
resolver	64096	3307	5	1	0.68
narrativa	64096	3307	5	1	0.68
buscar	64096	3307	5	1	0.68
chaves	64096	3307	5	1	0.68
usadas	64096	3307	5	1	0.68
mãe	64096	3307	5	1	0.68
trás	64096	3307	5	1	0.68
outros	64096	3307	73	3	0.68
neste	64096	3307	45	3	0.68
necessário	64096	3307	22	2	0.67
três	64096	3307	22	2	0.67
casa	64096	3307	47	3	0.66
geral	64096	3307	49	3	0.65
valor	64096	3307	23	2	0.65
claro	64096	3307	23	2	0.65
pessoas	64096	3307	51	3	0.65
muito	64096	3307	63	3	0.64
todas	64096	3307	62	3	0.64
então	64096	3307	62	3	0.64
condições	64096	3307	24	2	0.64
próprio	64096	3307	24	2	0.64
maneira	64096	3307	24	2	0.64
sentido	64096	3307	57	3	0.64
nova	64096	3307	56	2	0.63
filosófico	64096	3307	6	1	0.62
aproximação	64096	3307	6	1	0.62
esperança	64096	3307	6	1	0.62
reino	64096	3307	6	1	0.62
exposição	64096	3307	6	1	0.62
demasiado	64096	3307	6	1	0.62
pobreza	64096	3307	6	1	0.62
ensaio	64096	3307	6	1	0.62
estilo	64096	3307	6	1	0.62
visando	64096	3307	6	1	0.62
preciso	64096	3307	6	1	0.62
exigências	64096	3307	6	1	0.62
igual	64096	3307	6	1	0.62
pressupõem	64096	3307	6	1	0.62
facilitar	64096	3307	6	1	0.62
representação	64096	3307	6	1	0.62
falsas	64096	3307	6	1	0.62
certas	64096	3307	6	1	0.62
correta	64096	3307	6	1	0.62
feita	64096	3307	6	1	0.62
entregue	64096	3307	6	1	0.62
baseia	64096	3307	6	1	0.62
doenças	64096	3307	6	1	0.62
velha	64096	3307	6	1	0.62
fortes	64096	3307	6	1	0.62
albert	64096	3307	6	1	0.62
entendido	64096	3307	6	1	0.62
dicionário	64096	3307	55	2	0.62
essa	64096	3307	54	2	0.62
segundo	64096	3307	54	2	0.62
tipos	64096	3307	26	2	0.61
amor	64096	3307	27	2	0.60
estudo	64096	3307	52	2	0.60
análise	64096	3307	28	2	0.60
humano	64096	3307	28	2	0.60
disso	64096	3307	28	2	0.60
introdução	64096	3307	28	2	0.60
outro	64096	3307	50	2	0.59
deve	64096	3307	50	2	0.59
antes	64096	3307	29	2	0.59
for	64096	3307	49	2	0.59
poder	64096	3307	30	2	0.58
devem	64096	3307	30	2	0.58
sentir	64096	3307	7	1	0.58
assuntos	64096	3307	7	1	0.58
encontra	64096	3307	7	1	0.58
kaufmann	64096	3307	7	1	0.58
aparece	64096	3307	7	1	0.58
contém	64096	3307	7	1	0.58
cabo	64096	3307	7	1	0.58
via	64096	3307	7	1	0.58
descrença	64096	3307	7	1	0.58
próprios	64096	3307	7	1	0.58
contraste	64096	3307	7	1	0.58
viii	64096	3307	7	1	0.58
citado	64096	3307	7	1	0.58
sugere	64096	3307	7	1	0.58
instante	64096	3307	7	1	0.58
adequada	64096	3307	7	1	0.58
poderiam	64096	3307	7	1	0.58
haver	64096	3307	7	1	0.58
metafísico	64096	3307	7	1	0.58
equação	64096	3307	7	1	0.58
fazendo	64096	3307	7	1	0.58
visa	64096	3307	7	1	0.58
próprias	64096	3307	7	1	0.58
negar	64096	3307	7	1	0.58
funciona	64096	3307	7	1	0.58
gera	64096	3307	7	1	0.58
cores	64096	3307	7	1	0.58
sul	64096	3307	7	1	0.58
chegou	64096	3307	7	1	0.58
alimentação	64096	3307	7	1	0.58
entrou	64096	3307	7	1	0.58
anos	64096	3307	47	2	0.58
respeito	64096	3307	31	2	0.57
origem	64096	3307	33	2	0.57
obras	64096	3307	44	2	0.57
partir	64096	3307	34	2	0.56
informação	64096	3307	34	2	0.56
algumas	64096	3307	42	2	0.56
caso	64096	3307	42	2	0.56
conta	64096	3307	35	2	0.56
num	64096	3307	35	2	0.56
estes	64096	3307	36	2	0.56
características	64096	3307	36	2	0.56
parmênides	64096	3307	36	2	0.56
filósofos	64096	3307	38	2	0.56
deste	64096	3307	37	1	0.55
grande	64096	3307	37	1	0.55
amplo	64096	3307	8	1	0.55
myatt	64096	3307	8	1	0.55
compra	64096	3307	8	1	0.55
login	64096	3307	8	1	0.55
inovações	64096	3307	8	1	0.55
paradigma	64096	3307	8	1	0.55
poderá	64096	3307	8	1	0.55
citar	64096	3307	8	1	0.55
dito	64096	3307	8	1	0.55
afinal	64096	3307	8	1	0.55
abordagem	64096	3307	8	1	0.55
objecto	64096	3307	8	1	0.55
daí	64096	3307	8	1	0.55
open	64096	3307	8	1	0.55
ora	64096	3307	8	1	0.55
implicação	64096	3307	8	1	0.55
recuperação	64096	3307	8	1	0.55
saudável	64096	3307	8	1	0.55
redução	64096	3307	8	1	0.55
absoluta	64096	3307	8	1	0.55
primeiro	64096	3307	36	1	0.54
ciências	64096	3307	35	1	0.53
bolos	64096	3307	9	1	0.52
moral	64096	3307	9	1	0.52
extensão	64096	3307	9	1	0.52
humanas	64096	3307	9	1	0.52
contextos	64096	3307	9	1	0.52
edifício	64096	3307	9	1	0.52
longe	64096	3307	9	1	0.52
dada	64096	3307	9	1	0.52
reais	64096	3307	9	1	0.52
referência	64096	3307	9	1	0.52
dessas	64096	3307	9	1	0.52
característica	64096	3307	9	1	0.52
