token	corpus size	all contexts size	frequency	co-frequency	specificity
constructive	33078	17483	2	2	0.55
formulated	33078	17483	2	2	0.55
156	33078	17483	2	2	0.55
analyzing	33078	17483	2	2	0.55
159	33078	17483	2	2	0.55
attempts	33078	17483	2	2	0.55
pursued	33078	17483	2	2	0.55
challenging	33078	17483	2	2	0.55
procedures	33078	17483	2	2	0.55
implemented	33078	17483	2	2	0.55
subfield	33078	17483	2	2	0.55
Hilary	33078	17483	2	2	0.55
Putnam	33078	17483	2	2	0.55
quantum	33078	17483	2	2	0.55
A\land	33078	17483	2	2	0.55
replace	33078	17483	2	2	0.55
179	33078	17483	2	2	0.55
row	33078	17483	2	2	0.55
Avicenna	33078	17483	2	2	0.55
183	33078	17483	2	2	0.55
hypothetical	33078	17483	2	2	0.55
syllogistic	33078	17483	2	2	0.55
Stuart	33078	17483	2	2	0.55
194	33078	17483	2	2	0.55
During	33078	17483	2	2	0.55
school	33078	17483	2	2	0.55
reference	33078	17483	2	2	0.55
precisely	33078	17483	2	2	0.55
203	33078	17483	2	2	0.55
formalization	33078	17483	2	2	0.55
imperative	33078	17483	2	2	0.55
McKeon	33078	17483	2	2	0.55
274	33078	17483	2	2	0.55
62	33078	17483	2	2	0.55
270	33078	17483	2	2	0.55
Eemeren	33078	17483	2	2	0.55
107	33078	17483	2	2	0.55
65	33078	17483	2	2	0.55
2991	33078	17483	2	2	0.55
3006	33078	17483	2	2	0.55
MacFarlane	33078	17483	2	2	0.55
Kouri	33078	17483	2	2	0.55
Kissel	33078	17483	2	2	0.55
Goble	33078	17483	2	2	0.55
Väänänen	33078	17483	2	2	0.55
Ketland	33078	17483	2	2	0.55
Order	33078	17483	2	2	0.55
Predicate	33078	17483	2	2	0.55
Features	33078	17483	2	2	0.55
1900	33078	17483	2	2	0.55
Princeton	33078	17483	2	2	0.55
Kurt	33078	17483	2	2	0.55
eds	33078	17483	2	2	0.55
Jaakko	33078	17483	2	2	0.55
Holland	33078	17483	2	2	0.55
De	33078	17483	2	2	0.55
explained	33078	17483	2	2	0.55
personal	33078	17483	2	2	0.55
Technology	33078	17483	2	2	0.55
viewpoint	33078	17483	2	2	0.55
incorporates	33078	17483	2	2	0.55
compiled	33078	17483	2	2	0.55
counting	33078	17483	2	2	0.55
Raedt	33078	17483	2	2	0.55
Lifschitz	33078	17483	2	2	0.55
Event	33078	17483	2	2	0.55
Default	33078	17483	2	2	0.55
robot	33078	17483	2	2	0.55
Reiter	33078	17483	2	2	0.55
pre/post	33078	17483	2	2	0.55
mutable	33078	17483	2	2	0.55
separation	33078	17483	2	2	0.55
J.C	33078	17483	2	2	0.55
01	33078	17483	2	2	0.55
f	33078	17483	2	2	0.55
77	33078	17483	2	2	0.55
250	33078	17483	2	2	0.55
elements	33078	17483	2	2	0.55
cT	33078	17483	2	2	0.55
extensive	33078	17483	2	2	0.55
uniform	33078	17483	2	2	0.55
concise	33078	17483	2	2	0.55
relationship	33078	17483	2	2	0.55
bigger	33078	17483	2	2	0.55
intensional	33078	17483	2	2	0.55
paradox	33078	17483	2	2	0.55
economics,we	33078	17483	2	2	0.55
inattention	33078	17483	2	2	0.55
costly	33078	17483	2	2	0.55
arithmetical	33078	17483	2	2	0.55
taught	33078	17483	2	2	0.55
75	33078	17483	2	2	0.55
willing	33078	17483	2	2	0.55
proposal	33078	17483	2	2	0.55
match	33078	17483	2	2	0.55
sum-of-products	33078	17483	2	2	0.55
reconfigurable	33078	17483	2	2	0.55
constructed	33078	17483	2	2	0.55
discrete	33078	17483	2	2	0.55
simplify	33078	17483	2	2	0.55
JK	33078	17483	2	2	0.55
flip-flops	33078	17483	2	2	0.55
TI	33078	17483	2	2	0.55
coined	33078	17483	2	2	0.55
basis	33078	17483	2	2	0.55
100	33078	17483	2	2	0.55
jpg	33078	17483	2	2	0.55
stored	33078	17483	2	2	0.55
sum	33078	17483	2	2	0.55
combinational	33078	17483	2	2	0.55
machines	33078	17483	2	2	0.55
compilers	33078	17483	2	2	0.55
hardware	33078	17483	2	2	0.55
onto	33078	17483	2	2	0.55
file	33078	17483	2	2	0.55
Texas	33078	17483	2	2	0.55
Instruments	33078	17483	2	2	0.55
Report	33078	17483	2	2	0.55
Fourteen	33078	17483	2	2	0.55
price	33078	17483	2	2	0.55
Memory	33078	17483	2	2	0.55
cell	33078	17483	2	2	0.55
Combinational	33078	17483	2	2	0.55
Sequential	33078	17483	2	2	0.55
Three-dimensional	33078	17483	2	2	0.55
Emitter-coupled	33078	17483	2	2	0.55
ECL	33078	17483	2	2	0.55
Erasable	33078	17483	2	2	0.55
Synchronous	33078	17483	2	2	0.55
Finite-state	33078	17483	2	2	0.55
en.wikipedia.org/w/index.php?title	33078	17483	2	2	0.55
Object-oriented	33078	17483	2	2	0.55
Wikipedia	33078	17483	2	2	0.55
free	33078	17483	2	2	0.55
capabilities	33078	17483	2	2	0.55
reading	33078	17483	2	2	0.55
execute	33078	17483	2	2	0.55
MIT	33078	17483	2	2	0.55
Marseille	33078	17483	2	2	0.55
aimed	33078	17483	2	2	0.55
parallel	33078	17483	2	2	0.55
impetus	33078	17483	2	2	0.55
completion	33078	17483	2	2	0.55
generalises	33078	17483	2	2	0.55
XSB	33078	17483	2	2	0.55
implements	33078	17483	2	2	0.55
Among	33078	17483	2	2	0.55
unlike	33078	17483	2	2	0.55
easily	33078	17483	2	2	0.55
conditional	33078	17483	2	2	0.55
characteristics	33078	17483	2	2	0.55
contributing	33078	17483	2	2	0.55
Nationality	33078	17483	2	2	0.55
Act	33078	17483	2	2	0.55
CLP	33078	17483	2	2	0.55
rank(john	33078	17483	2	2	0.55
professor	33078	17483	2	2	0.55
recursive	33078	17483	2	2	0.55
naturally	33078	17483	2	2	0.55
solver	33078	17483	2	2	0.55
induces	33078	17483	2	2	0.55
generalisations	33078	17483	2	2	0.55
statistical	33078	17483	2	2	0.55
don't	33078	17483	2	2	0.55
nondeterminism	33078	17483	2	2	0.55
concurrency	33078	17483	2	2	0.55
derived	33078	17483	2	2	0.55
Several	33078	17483	2	2	0.55
HiLog	33078	17483	2	2	0.55
Forum	33078	17483	2	2	0.55
Warren	33078	17483	2	2	0.55
Theory	33078	17483	2	2	0.55
Practice	33078	17483	2	2	0.55
Denecker	33078	17483	2	2	0.55
nonmonotonic	33078	17483	2	2	0.55
1986	33078	17483	2	2	0.55
279	33078	17483	2	2	0.55
Next	33078	17483	2	2	0.55
Combining	33078	17483	2	2	0.55
Cropper	33078	17483	2	2	0.55
Dumančić	33078	17483	2	2	0.55
communication	33078	17483	2	2	0.55
Dependent	33078	17483	2	2	0.55
Point-free	33078	17483	2	2	0.55
style	33078	17483	2	2	0.55
Nondeterministic	33078	17483	2	2	0.55
Query	33078	17483	2	2	0.55
Choreographic	33078	17483	2	2	0.55
OO	33078	17483	2	2	0.55
doing	33078	17483	2	2	0.55
Usually	33078	17483	2	2	0.55
higher	33078	17483	2	2	0.55
prove	33078	17483	2	2	0.55
Oxford	33078	17483	2	2	0.55
College	33078	17483	2	2	0.55
Cardinality	33078	17483	2	2	0.55
Traditional	33078	17483	2	2	0.55
Many-valued	33078	17483	2	2	0.55
logical/constant	33078	17483	2	2	0.55
